Player,Credits,Player Type,Player Name,Team,Matches Played,Runs,Balls Faced,Fours,Sixes,Dot Balls,25+ Scores,50+ Scores,75+ Scores,100+ Scores,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Batting Average,Strike Rate,Wickets,LBW/Bowled Wickets,Runs Conceded,Balls Bowled,Dot Balls Bowled,3+ Wickets,4+ Wickets,5+ Wickets,economy,Balls Bowled in Powerplay,Balls Bowled in Death Overs,Bowling Average,Bowling Strike Rate,Catches,Stumpings,Run-Outs,Catches per Match,Stumpings per Match,Run-Outs per Match,25+ runs per Match,50+ runs per Match,75+ runs per Match,100+ runs per Match,3+ wickets per Match,4+ wickets per Match,5+ wickets per Match,Chennai,Delhi,Mumbai,Kolkata,Bengaluru,Hyderabad,Ahmedabad,Jaipur,Mohali,Lucknow,Dharamsala,Guwahati,Indore,Visakhapatnam,Chennai_matches,Delhi_matches,Mumbai_matches,Kolkata_matches,Bengaluru_matches,Hyderabad_matches,Ahmedabad_matches,Jaipur_matches,Mohali_matches,Lucknow_matches,Dharamsala_matches,Guwahati_matches,Indore_matches,Visakhapatnam_matches,Chennai_avg_fantasy,Delhi_avg_fantasy,Mumbai_avg_fantasy,Kolkata_avg_fantasy,Bengaluru_avg_fantasy,Hyderabad_avg_fantasy,Ahmedabad_avg_fantasy,Jaipur_avg_fantasy,Mohali_avg_fantasy,Lucknow_avg_fantasy,Dharamsala_avg_fantasy,Guwahati_avg_fantasy,Indore_avg_fantasy,Visakhapatnam_avg_fantasy,Total fantasy points,Fantasy points per match,Total current fantasy points,Current Fantasy points per match
J Hermann,,,,,29,666,615,66,19,287,5,3,0,1,315,260,53,22.97,108.29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,10,0,1,0.345,0.0,0.034,0.172,0.103,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1306.0,45.03,,
N Brand,,,,,2,16,18,2,0,9,0,0,0,0,11,5,0,8.0,88.89,0,0,35,24,5,0,0,0,8.75,0,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,45.0,22.5,,
BKG Mendis,7.0,BAT,Kamindu Mendis,SRH,7,223,155,27,9,69,3,0,1,0,128,47,4,31.86,143.87,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.286,0.0,0.0,0.429,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,453.0,64.71,,
MP Breetzke,6.5,BAT,Matthew Breetzke,LSG,24,658,519,62,30,222,10,1,1,0,355,178,77,27.42,126.78,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,9,0,1,0.375,0.0,0.042,0.417,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1320.0,55.0,,
C Fortuin,,,,,1,11,14,0,0,6,0,0,0,0,0,11,0,11.0,78.57,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,15.0,15.0,,
AL Phehlukwayo,,,,,17,152,138,13,7,66,1,0,0,0,4,63,85,8.94,110.14,15,2,390,270,70,2,0,0,8.67,25,51,26.0,18.0,4,0,0,0.235,0.0,0.0,0.059,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,918.0,54.0,,
BE Hendricks,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,1,103,64,25,0,0,0,9.66,46,0,51.5,32.0,4,0,1,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,147.0,36.75,,
KI Simmonds,,,,,8,23,28,0,2,16,0,0,0,0,2,11,10,2.88,82.14,7,5,151,121,37,2,0,0,7.49,18,0,21.57,17.29,2,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,402.0,50.25,,
T Bavuma,,,,,5,85,69,6,3,20,1,1,0,0,24,53,3,17.0,123.19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,175.0,35.0,,
WB Marshall,,,,,2,20,21,3,0,10,0,0,0,0,17,0,0,10.0,95.24,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,48.0,24.0,,
J Little,,,,,13,2,5,0,0,4,0,0,0,0,0,0,2,0.15,40.0,13,4,421,284,101,0,1,0,8.89,110,57,32.38,21.85,5,0,1,0.385,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,132.0,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,244.0,81.33,,
DM Dupavillon,,,,,11,8,11,1,0,6,0,0,0,0,0,5,3,0.73,72.73,12,2,364,230,93,2,0,0,9.5,125,59,30.33,19.17,2,0,0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,573.0,52.09,,
CA Ingram,,,,,20,203,203,21,5,100,2,0,0,0,22,155,26,10.15,100.0,1,0,37,25,10,0,0,0,8.88,0,6,37.0,25.0,11,0,1,0.55,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,539.0,26.95,,
PR Stirling,,,,,2,40,26,6,2,14,0,0,0,0,30,0,0,20.0,153.85,0,0,16,7,1,0,0,0,13.71,0,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,93.0,46.5,,
RS Hangargekar,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,60,43,14,1,0,0,8.37,8,15,20.0,14.33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Hangargekar,5.5,BOWL,Rajvardhan Hangargekar,LSG,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,60,43,14,1,0,0,8.37,8,15,20.0,14.33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahmanullah Gurbaz,7.5,WK,Rahmanullah Gurbaz,KKR,19,440,339,31,29,166,2,1,2,0,270,126,0,23.16,129.79,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,16,0,1,0.842,0.0,0.053,0.105,0.053,0.105,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0,45.665,34.0,40.0,43.5,42.0,69.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,459.0,57.38,,
Sikandar Raza,,,,,9,182,143,12,8,59,2,1,0,0,22,126,34,20.22,127.27,3,1,146,88,21,0,0,0,9.95,13,0,48.67,29.33,5,0,0,0.556,0.0,0.0,0.222,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,19.0,29.55,56.0,42.0,53.0,41.0,0.0,47.5,77.0,38.5,,
MA Wood,,,,,4,11,5,1,1,2,0,0,0,0,0,0,11,2.75,220.0,11,3,142,102,42,1,0,1,8.35,32,32,12.91,9.27,2,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA Saini,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,35,15,2,0,0,0,14.0,0,7,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C Green,,,,,29,707,472,62,32,144,10,2,0,1,239,306,152,24.38,149.79,17,1,675,462,149,0,0,0,8.77,97,51,39.71,27.18,10,0,3,0.345,0.0,0.103,0.345,0.069,0.0,0.034,0.0,0.0,0.0,94.0,0.0,0.0,84.0,334.0,133.0,97.0,9.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.0,45.665,34.0,84.0,55.67,133.0,48.5,9.0,45.0,42.0,80.0,41.0,0.0,47.5,901.0,69.31,,
MG Bracewell,,,,,5,58,49,6,1,17,1,0,0,0,4,43,11,11.6,118.37,6,0,95,66,26,0,0,0,8.64,30,0,15.83,11.0,1,0,0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N Wadhera,7.5,BAT,Nehal Wadhera,PBKS,26,629,448,53,34,170,5,5,0,0,62,461,102,24.19,140.4,0,0,13,12,2,0,0,0,6.5,6,0,0.0,0.0,6,0,1,0.231,0.0,0.038,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,7.0,0.0,49.0,0.0,93.0,149.0,169.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,37.0,12.0,17.5,7.0,43.5,49.0,40.0,93.0,49.67,84.5,53.0,41.0,0.0,47.5,758.0,50.53,285.0,57.0
Arshad Khan,5.5,ALL,Arshad Khan,GT,15,113,91,7,6,37,0,1,0,0,0,37,76,7.53,124.18,8,0,382,218,69,1,0,0,10.51,137,32,47.75,27.25,5,0,0,0.333,0.0,0.0,0.0,0.067,0.0,0.0,0.067,0.0,0.0,0.0,142.0,4.0,0.0,34.0,0.0,63.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,37.0,142.0,4.0,40.0,34.0,42.0,31.5,29.55,45.0,22.0,53.0,41.0,0.0,47.5,363.0,40.33,119.0,29.75
Abishek Porel,6.5,WK,Abishek Porel,DC,25,569,393,58,22,136,8,2,0,0,291,205,49,22.76,144.78,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,9,0,3,0.36,0.0,0.12,0.32,0.08,0.0,0.0,0.0,0.0,0.0,63.0,533.0,69.0,36.0,117.0,0.0,33.0,13.0,68.0,0.0,0.0,0.0,0.0,93.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,63.0,88.83,69.0,36.0,29.25,42.0,33.0,13.0,68.0,42.0,53.0,41.0,0.0,23.25,1074.0,51.14,300.0,50.0
Dhruv Jurel,7.5,WK,Dhruv Jurel,RR,32,573,388,44,31,126,8,3,0,0,31,215,327,17.91,147.68,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,17,1,0,0.531,0.031,0.0,0.25,0.094,0.0,0.0,0.0,0.0,0.0,168.0,54.0,0.0,22.0,0.0,151.0,37.0,163.0,69.0,96.0,0.0,80.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,84.0,54.0,34.0,22.0,43.5,75.5,18.5,40.75,34.5,96.0,53.0,26.67,0.0,47.5,953.0,45.38,379.0,54.14
Suyash Sharma,6.0,BOWL,Suyash Sharma,RCB,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,26,14,724,535,186,1,1,1,8.12,110,33,27.85,20.58,1,0,1,0.042,0.0,0.042,0.0,0.0,0.0,0.0,0.042,0.042,0.042,4.0,0.0,4.0,58.0,110.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,45.665,4.0,19.33,36.67,42.0,40.0,4.0,45.0,42.0,53.0,41.0,0.0,47.5,734.0,56.46,131.0,26.2
Mohit Rathee,6.0,ALL,Mohit Rathee,RCB,1,1,2,0,0,1,0,0,0,0,0,0,1,1.0,50.0,0,0,29,12,3,0,0,0,14.5,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noor Ahmad,7.5,BOWL,Noor Ahmad,CHE,45,21,34,2,0,23,0,0,0,0,0,4,17,0.47,61.76,61,26,1226,1018,372,4,2,1,7.23,157,81,20.1,16.69,8,0,1,0.178,0.0,0.022,0.0,0.0,0.0,0.0,0.089,0.044,0.022,339.0,50.0,0.0,0.0,64.0,0.0,149.0,4.0,106.0,24.0,0.0,64.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,84.75,50.0,34.0,40.0,64.0,42.0,29.8,4.0,53.0,12.0,53.0,64.0,0.0,47.5,2069.0,64.66,505.0,72.14
Liton Das,,,,,1,4,4,1,0,3,0,0,0,0,0,0,0,4.0,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Wiese,,,,,11,41,38,0,4,18,0,0,0,0,0,7,34,3.73,107.89,4,0,214,153,48,0,0,0,8.39,66,12,53.5,38.25,7,0,0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,251.0,35.86,,
Gurnoor Brar,5.5,BOWL,Gurnoor Brar Singh,GT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,42,21,7,0,0,0,12.0,7,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonu Yadav,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Goyal,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,34,24,6,0,0,0,8.5,0,0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JE Root,,,,,10,289,222,30,6,72,1,1,2,0,140,87,54,28.9,130.18,5,1,153,128,33,0,0,0,7.17,12,30,30.6,25.6,3,0,1,0.3,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,703.0,87.88,,
MD Shanaka,,,,,3,26,26,2,1,12,0,0,0,0,0,17,9,8.67,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H Sharma,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,30,2,0,0,0,12.4,6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,4.0,45.0,42.0,53.0,41.0,0.0,47.5,4.0,4.0,,
Ankit Kumar,,,,,3,101,74,14,1,25,1,1,0,0,61,30,0,33.67,136.49,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,62.33,45.0,42.0,53.0,41.0,0.0,47.5,187.0,62.33,,
PY Pawar,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,4,1,2,1.333,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,22.67,45.0,42.0,53.0,41.0,0.0,47.5,68.0,22.67,,
SM Rohilla,,,,,2,5,6,0,0,2,0,0,0,0,0,5,0,2.5,83.33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,4,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,22.5,45.0,42.0,53.0,41.0,0.0,47.5,45.0,22.5,,
A Raghuvanshi,6.5,BAT,Angkrish Raghuvanshi,KKR,16,407,306,39,16,109,7,2,0,0,217,170,13,25.44,133.01,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5,0,0,0.312,0.0,0.0,0.438,0.125,0.0,0.0,0.0,0.0,0.0,46.0,0.0,81.0,273.0,0.0,0.0,0.0,132.0,71.0,58.0,0.0,42.0,0.0,104.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,45.665,40.5,45.5,43.5,42.0,40.0,44.0,71.0,58.0,53.0,42.0,0.0,104.0,807.0,50.44,324.0,54.0
Jyotsnil Singh,,,,,4,103,91,8,5,43,2,0,0,0,71,21,0,25.75,113.19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,4,0,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,67.0,45.0,42.0,53.0,41.0,0.0,47.5,221.0,55.25,,
Fazil Rashid,,,,,4,39,29,4,0,8,1,0,0,0,1,1,37,9.75,134.48,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,1,0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,25.75,45.0,42.0,53.0,41.0,0.0,47.5,103.0,25.75,,
SI Sopariya,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,100,90,42,0,0,0,6.67,24,6,33.33,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,19.0,45.0,42.0,53.0,41.0,0.0,47.5,148.0,37.0,,
Shubham Khajuria,,,,,4,112,102,6,3,38,2,1,0,0,38,71,0,28.0,109.8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,48.5,45.0,42.0,53.0,41.0,0.0,47.5,194.0,48.5,,
AH Passi,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,26,21,5,0,1,0,7.43,0,13,6.5,5.25,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,140.0,45.0,42.0,53.0,41.0,0.0,47.5,145.0,145.0,,
Lone Nasir Muzaffar,,,,,3,3,5,0,0,2,0,0,0,0,0,3,0,1.0,60.0,2,0,35,31,11,0,0,0,6.77,0,0,17.5,15.5,1,0,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,27.67,45.0,42.0,53.0,41.0,0.0,47.5,94.0,31.33,,
